                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     26,                 0.7708,                0.44394,                0.97249,                0.85103,                0.86364,                0.89458,                0.54569,                 1.4145,                0.62664,                 1.4289,                0.00101,                0.00101,                0.00101
                     27,                0.75433,                0.43548,                0.97719,                 0.8873,                0.81818,                 0.8966,                0.54082,                 1.4321,                 0.6536,                  1.465,              0.0009704,              0.0009704,              0.0009704
                     28,                0.74715,                0.43291,                 0.9806,                0.85357,                0.86364,                0.89028,                0.54717,                 1.4418,                0.64368,                 1.4962,              0.0009308,              0.0009308,              0.0009308
                     29,                0.74367,                0.43179,                0.95743,                0.83442,                0.86364,                0.89014,                0.52085,                 1.4867,                0.65076,                 1.4991,              0.0008912,              0.0008912,              0.0008912
                     30,                0.74999,                0.43979,                0.99002,                0.79884,                0.90263,                0.89237,                0.53654,                 1.4436,                0.66311,                 1.4886,              0.0008516,              0.0008516,              0.0008516
                     31,                0.69937,                0.42018,                0.95691,                0.85518,                0.80537,                0.89619,                0.54401,                 1.4529,                0.66143,                 1.4717,               0.000812,               0.000812,               0.000812
                     32,                0.70634,                0.42569,                0.96108,                0.86586,                0.81818,                0.89492,                0.55644,                 1.4248,                0.67137,                 1.5156,              0.0007724,              0.0007724,              0.0007724
                     33,                0.73859,                0.42688,                0.95287,                0.85622,                0.81818,                0.90022,                0.53961,                 1.4328,                0.65771,                 1.5452,              0.0007328,              0.0007328,              0.0007328
                     34,                0.69797,                 0.4058,                0.94718,                0.81606,                 0.9075,                0.90256,                0.53969,                 1.4399,                 0.6782,                 1.5387,              0.0006932,              0.0006932,              0.0006932
                     35,                0.68906,                0.40556,                0.94765,                0.88522,                0.84091,                0.90409,                0.54526,                 1.4471,                0.63982,                 1.5056,              0.0006536,              0.0006536,              0.0006536
                     36,                0.73663,                0.41456,                0.97458,                 0.8721,                0.81818,                 0.9085,                0.54396,                 1.5011,                0.65483,                 1.5386,               0.000614,               0.000614,               0.000614
                     37,                0.68775,                0.43413,                0.96038,                0.84104,                0.90909,                0.90322,                0.54671,                 1.4111,                0.61626,                 1.4707,              0.0005744,              0.0005744,              0.0005744
                     38,                0.69256,                0.41264,                0.99485,                0.81589,                0.90909,                0.90958,                 0.5519,                 1.4431,                0.62359,                 1.4656,              0.0005348,              0.0005348,              0.0005348
                     39,                 0.6574,                0.37906,                0.95907,                0.84659,                0.87803,                0.89013,                0.56086,                 1.4583,                0.62429,                 1.4887,              0.0004952,              0.0004952,              0.0004952
                     40,                0.64397,                0.38471,                0.95149,                0.86015,                0.83872,                0.90056,                 0.5505,                 1.4552,                0.63069,                 1.4683,              0.0004556,              0.0004556,              0.0004556
                     41,                 1.0549,                0.52826,                 1.1169,                0.84038,                0.86364,                0.88727,                 0.5585,                 1.4704,                 0.6226,                 1.4912,               0.000416,               0.000416,               0.000416
                     42,                 1.0311,                 0.5279,                 1.0894,                0.81158,                0.88112,                0.89535,                0.54045,                 1.4371,                0.63754,                 1.4847,              0.0003764,              0.0003764,              0.0003764
                     43,                 1.0487,                0.53624,                 1.0701,                0.86563,                0.84091,                0.89712,                 0.5525,                 1.4228,                0.64005,                 1.4132,              0.0003368,              0.0003368,              0.0003368
                     44,                 1.0801,                0.53108,                 1.1069,                0.81191,                0.90909,                0.90153,                 0.5445,                 1.4551,                0.61974,                 1.4369,              0.0002972,              0.0002972,              0.0002972
                     45,                0.98687,                0.48212,                 1.0598,                0.81459,                0.89878,                0.90072,                 0.5413,                  1.496,                0.65313,                 1.4944,              0.0002576,              0.0002576,              0.0002576
                     46,                0.96365,                0.47213,                 1.0514,                0.82957,                0.88505,                0.90409,                0.54363,                 1.4635,                0.63828,                 1.4761,               0.000218,               0.000218,               0.000218
                     47,                0.95638,                0.46894,                 1.0596,                0.82967,                0.88566,                0.90664,                0.55129,                 1.4591,                0.66134,                 1.4638,              0.0001784,              0.0001784,              0.0001784
                     48,                0.93384,                0.48376,                 1.0373,                 0.8321,                0.90119,                0.90532,                0.54862,                 1.4559,                0.65277,                 1.4705,              0.0001388,              0.0001388,              0.0001388
                     49,                0.94293,                0.44948,                 1.0564,                 0.8296,                0.88519,                0.90707,                0.54957,                 1.4502,                0.64549,                 1.4746,               9.92e-05,               9.92e-05,               9.92e-05
                     50,                0.95427,                0.45013,                  1.011,                0.83161,                0.89807,                0.90706,                0.55471,                 1.4469,                0.63369,                 1.4805,               5.96e-05,               5.96e-05,               5.96e-05
