                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     17,                 1.1066,                0.72492,                   1.11,                0.76794,                0.88636,                0.87855,                0.45469,                 1.6091,                0.97799,                 1.4866,              0.0013664,              0.0013664,              0.0013664
                     18,                 1.1022,                0.70528,                  1.104,                0.84571,                0.86364,                0.89163,                0.49436,                 1.5107,                0.79518,                 1.4588,              0.0013268,              0.0013268,              0.0013268
                     19,                 1.0803,                0.67097,                 1.0965,                0.84547,                0.88636,                0.87342,                0.49181,                 1.5182,                0.86376,                 1.4762,              0.0012872,              0.0012872,              0.0012872
                     20,                 1.0503,                0.61942,                 1.0514,                0.89996,                 0.8178,                0.87283,                0.51147,                 1.5676,                0.86484,                 1.4431,              0.0012476,              0.0012476,              0.0012476
                     21,                 1.0894,                0.63127,                 1.1206,                0.81891,                0.92505,                0.90412,                0.49536,                 1.6058,                0.83661,                 1.4306,               0.001208,               0.001208,               0.001208
                     22,                 1.0263,                 0.6011,                 1.0902,                0.88328,                0.86001,                0.92131,                0.50286,                 1.5609,                0.74716,                 1.4519,              0.0011684,              0.0011684,              0.0011684
                     23,                 1.0019,                0.59034,                 1.0484,                 0.8869,                0.86364,                0.90121,                0.47875,                 1.5359,                 0.7662,                  1.395,              0.0011288,              0.0011288,              0.0011288
                     24,                0.97779,                0.59702,                 1.0601,                0.88757,                0.79545,                0.89192,                0.48144,                 1.5451,                0.84574,                 1.4299,              0.0010892,              0.0010892,              0.0010892
                     25,                 1.0019,                0.58158,                 1.0558,                0.85574,                0.84091,                0.84807,                0.49318,                 1.5778,                0.79876,                 1.4592,              0.0010496,              0.0010496,              0.0010496
                     26,                0.97203,                0.56586,                 1.0356,                0.83835,                0.86364,                0.86742,                0.49478,                 1.4851,                0.79077,                 1.3878,                0.00101,                0.00101,                0.00101
                     27,                 0.9734,                0.58537,                 1.0457,                0.86652,                0.88636,                0.89274,                 0.5191,                 1.4566,                0.78011,                 1.3871,              0.0009704,              0.0009704,              0.0009704
                     28,                0.95173,                0.53354,                 1.0409,                0.86262,                0.85632,                0.87439,                0.51374,                 1.4629,                0.76664,                 1.4373,              0.0009308,              0.0009308,              0.0009308
                     29,                0.89989,                0.53437,                 1.0219,                0.77516,                0.86364,                0.87046,                0.51638,                 1.5035,                0.73353,                 1.4587,              0.0008912,              0.0008912,              0.0008912
                     30,                0.86489,                0.51725,                 1.0163,                 0.8472,                0.88216,                0.90777,                0.51086,                 1.4546,                0.74465,                  1.337,              0.0008516,              0.0008516,              0.0008516
                     31,                0.87022,                0.52162,                 1.0154,                0.86034,                0.84006,                0.88747,                0.48939,                 1.5751,                0.76579,                 1.4448,               0.000812,               0.000812,               0.000812
                     32,                0.86624,                0.51525,                 1.0159,                0.77749,                0.90909,                0.88483,                0.52375,                 1.4892,                 0.7453,                 1.4825,              0.0007724,              0.0007724,              0.0007724
                     33,                0.85462,                0.51253,                0.99121,                0.90457,                0.88636,                0.91964,                0.53429,                 1.5513,                0.74476,                 1.4629,              0.0007328,              0.0007328,              0.0007328
                     34,                0.79841,                0.48608,                0.97559,                0.88581,                0.88163,                0.91321,                0.53209,                 1.5252,                0.68955,                   1.46,              0.0006932,              0.0006932,              0.0006932
                     35,                 0.7992,                0.49177,                0.97591,                0.86627,                0.86364,                0.90349,                0.53262,                 1.5634,                0.70401,                 1.4883,              0.0006536,              0.0006536,              0.0006536
                     36,                0.83554,                0.49232,                 1.0118,                0.86616,                0.90909,                0.90649,                0.53826,                 1.5098,                0.71936,                 1.5164,               0.000614,               0.000614,               0.000614
                     37,                0.79712,                0.50971,                0.97247,                0.84443,                0.88636,                0.90076,                0.54841,                 1.5051,                0.71626,                 1.4485,              0.0005744,              0.0005744,              0.0005744
                     38,                 0.8263,                0.48191,                 1.0516,                0.87598,                0.88636,                0.87945,                0.52825,                 1.5866,                0.72847,                 1.4865,              0.0005348,              0.0005348,              0.0005348
                     39,                0.76922,                0.45462,                0.97447,                0.86253,                0.90909,                0.92754,                0.54099,                 1.5308,                0.70895,                 1.4478,              0.0004952,              0.0004952,              0.0004952
                     40,                0.76144,                0.45587,                0.98043,                0.86603,                0.90909,                 0.9209,                0.55486,                 1.4745,                0.70547,                 1.4289,              0.0004556,              0.0004556,              0.0004556
                     41,                 1.1431,                0.58919,                 1.1485,                0.80909,                0.88636,                0.85665,                0.54136,                 1.4745,                 0.7164,                 1.4426,               0.000416,               0.000416,               0.000416
                     42,                 1.1146,                0.56859,                 1.1268,                0.82897,                0.88636,                0.87021,                0.53651,                 1.4764,                0.74891,                 1.3894,              0.0003764,              0.0003764,              0.0003764
                     43,                 1.1622,                0.59222,                 1.1018,                0.85763,                0.90909,                0.90214,                0.51822,                 1.5274,                0.75017,                 1.4083,              0.0003368,              0.0003368,              0.0003368
                     44,                 1.1599,                0.64893,                 1.1821,                0.86611,                0.81818,                0.88362,                0.52043,                 1.5448,                0.71566,                 1.4356,              0.0002972,              0.0002972,              0.0002972
                     45,                 1.0747,                0.53207,                 1.1017,                0.88502,                0.81818,                0.88849,                0.54084,                 1.4825,                0.70617,                 1.4179,              0.0002576,              0.0002576,              0.0002576
                     46,                 1.0426,                0.52549,                 1.0934,                0.88138,                0.84439,                 0.9007,                0.54002,                 1.4919,                0.70879,                 1.4329,               0.000218,               0.000218,               0.000218
                     47,                 1.0646,                0.53765,                 1.0814,                 0.8782,                0.81937,                0.89644,                0.52934,                  1.496,                0.72308,                 1.4211,              0.0001784,              0.0001784,              0.0001784
                     48,                 1.0411,                0.53157,                  1.078,                0.83922,                0.83053,                0.89633,                 0.5357,                 1.4763,                0.72481,                 1.3964,              0.0001388,              0.0001388,              0.0001388
                     49,                 1.0103,                0.51765,                 1.0664,                0.89901,                 0.8094,                0.88745,                0.54044,                 1.4655,                0.71592,                 1.3983,               9.92e-05,               9.92e-05,               9.92e-05
                     50,                 1.0003,                0.49331,                 1.0602,                0.89371,                0.81818,                0.88833,                0.54184,                 1.4738,                0.72938,                 1.4014,               5.96e-05,               5.96e-05,               5.96e-05
